SIGN,LOVE - WORDS,LOVE LANGUAGE,CAREER - CHARACTERISTICS,CAREER - SECTOR,CAREER - JOBS,MYSELF - TRAITS,MYSELF - CHALLENGES,MYSELF - TYPE,MYSELF - RULING PLANET,MYSELF - GEMSTONES,MYSELF - FULL MOON,MYSELF - YEAR OF THE DRAGON,COMPATIBILITY
Cancer Earth Monkey,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Monkey: Insightful, Supportive, Empathetic, Discerning",Cancer: Quality Time - Earth Monkey: Physical Touch,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Monkey: Savvy, Shrewd, Astute, Resourceful","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Monkey: Technology and Innovation, Entertainment and Media, Sales and Marketing","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Monkey: Inventor, Entertainer, Salesperson, Social Media Influencer","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Monkey: Sagacious, Discerning, Ingenious, Inquisitive","Cancer: Nurturing, protective, nostalgic - Earth Monkey: Clever, sociable, mischievous, self-centered",Cancer: Introvert - Earth Monkey: Extrovert,Cancer: The Moon - Earth Monkey: The Sun,"Cancer: Moonstone, Ruby - Earth Monkey: Peridot, Pink Halite","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Monkey: Clever, playful, need for mental stimulation","Cancer: Emotional depth, transformation, intuition - Earth Monkey: Intelligence, innovation, potential for success in new ventures","Cancer: Scorpio, Pisces - Earth Monkey: Metal Dragon, Metal Rat, Fire Dragon, Fire Rat"
Cancer Earth Rooster,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Rooster: Traditional, Considerate, Conscientious, Perceptive",Cancer: Quality Time - Earth Rooster: Acts of Service,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Rooster: Methodical, Prudent, Meticulous, Analytical","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Rooster: Law and Legal Services, Administration and Management, Entrepreneurship","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Rooster: Journalist, Lawyer, Fashion Designer, Financial Advisor","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Rooster: Erudite, Fastidious, Discriminating, Diligent","Cancer: Nurturing, protective, nostalgic - Earth Rooster: Confident, organized, critical, attention-seeking",Cancer: Introvert - Earth Rooster: Ambivert,Cancer: The Moon - Earth Rooster: Mercury,"Cancer: Moonstone, Ruby - Earth Rooster: Citrine, Clear Quartz","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Rooster: Confident, organized, attention to detail","Cancer: Emotional depth, transformation, intuition - Earth Rooster: Confidence, organization, potential for recognition and advancement","Cancer: Scorpio, Pisces - Earth Rooster: Metal Ox, Metal Snake, Fire Ox, Fire Snake"
Cancer Earth Dog,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Dog: Grounded, Loyal, Kind, Caring",Cancer: Quality Time - Earth Dog: Quality Time,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Dog: Meticulous, Conscientious, Diligent, Analytical","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Dog: Law Enforcement and Security, Social Services, Animal Care and Welfare, Environmental Services and Sustainability","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Dog: Police Officer, Security Guard, Veterinarian, Therapist","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Dog: Stoic, Loyal, Traditional, Kind","Cancer: Nurturing, protective, nostalgic - Earth Dog: Loyal, protective, trusting, judgmental",Cancer: Introvert - Earth Dog: Introvert,Cancer: The Moon - Earth Dog: Venus,"Cancer: Moonstone, Ruby - Earth Dog: Diamond, Smoky Quartz","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Dog: Loyal, protective, potential for moodiness","Cancer: Emotional depth, transformation, intuition - Earth Dog: Loyalty, protection, potential for stability and security","Cancer: Scorpio, Pisces - Earth Dog: Metal Horse, Metal Tiger, Fire Horse, Fire Tiger"
Cancer Earth Pig,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Pig: Devoted, Affable, Generous, Harmonious",Cancer: Quality Time - Earth Pig: Physical Touch,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Pig: Tenacious, Industrious, Prudent, Resourceful","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Pig: Food and Hospitality Industry, Healthcare and Wellness, Education and Training","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Pig: Chef, Nutritionist, Humanitarian Worker, Financial Advisor","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Pig: Benevolent, Magnanimous, Generous, Philanthropic","Cancer: Nurturing, protective, nostalgic - Earth Pig: Generous, kind-hearted, indulgent, naive",Cancer: Introvert - Earth Pig: Ambivert,Cancer: The Moon - Earth Pig: Pluto,"Cancer: Moonstone, Ruby - Earth Pig: Ruby, Hematite","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Pig: Generous, indulgent, desire for comfort and relaxation","Cancer: Emotional depth, transformation, intuition - Earth Pig: Abundance, indulgence, potential for financial gains and enjoyment","Cancer: Scorpio, Pisces - Earth Pig: Metal Hare, Metal Goat, Fire Hare, Fire Goat"
Cancer Earth Rat,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Rat: Independent, Traditional, Loyal, Honest",Cancer: Quality Time - Earth Rat: Words of Affirmation,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Rat: Money-motivated, Ambitious, Hardworking, Single-minded","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Rat: Finance and Banking, Sales and Negotiation, Entrepreneurship","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Rat: Entrepreneur, Investor, Salesperson, Writer","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Rat: Perceptive, Shrewd, Intelligent, Resourceful","Cancer: Nurturing, protective, nostalgic - Earth Rat: Resourceful, adaptable, opportunistic, cunning",Cancer: Introvert - Earth Rat: Ambivert,Cancer: The Moon - Earth Rat: Jupiter,"Cancer: Moonstone, Ruby - Earth Rat: Garnet, Obsidian","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Rat: Resourceful, adaptable, potential for restlessness","Cancer: Emotional depth, transformation, intuition - Earth Rat: Ambitious, opportunistic, potential for success.","Cancer: Scorpio, Pisces - Earth Rat: Metal Dragon, Metal Monkey, Fire Dragon, Fire Monkey"
Cancer Earth Ox,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Ox: Dependable, Trustworthy, Grounded, Supportive",Cancer: Quality Time - Earth Ox: Acts of Service,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Ox: Methodical, Tenacious, Resilient, Enduring","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Ox: Business and Finance, Education and Teaching, Engineering and Architecture, Law and Legal Services","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Ox: Farmer, Engineer, Chef, Banker","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Ox: Steadfast, Indomitable, Stalwart, Unyielding","Cancer: Nurturing, protective, nostalgic - Earth Ox: Determined, reliable, traditional, stubborn",Cancer: Introvert - Earth Ox: Extrovert,Cancer: The Moon - Earth Ox: Saturn,"Cancer: Moonstone, Ruby - Earth Ox: Aquamarine, Lapis Lazuli","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Ox: Determined, reliable, desire for stability","Cancer: Emotional depth, transformation, intuition - Earth Ox: Determined, steady progress, potential for breakthroughs","Cancer: Scorpio, Pisces - Earth Ox: Metal Snake, Metal Rooster, Fire Snake, Fire Rooster"
Cancer Earth Tiger,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Tiger: Protective, Resilient, Trustworthy, Supportive",Cancer: Quality Time - Earth Tiger: Physical Touch,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Tiger: Fastidious, Diligent, Creative, Visionary","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Tiger: Hospitality and Tourism, Military and Defense, Athletics and Sports, Law Enforcement","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Tiger: Military Officer, Athlete, Artist, Entrepreneur","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Tiger: Easygoing, Chilled, Laid back, Imaginative","Cancer: Nurturing, protective, nostalgic - Earth Tiger: Courageous, confident, assertive, reckless",Cancer: Introvert - Earth Tiger: Extrovert,Cancer: The Moon - Earth Tiger: Uranus,"Cancer: Moonstone, Ruby - Earth Tiger: Sapphire, Jade","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Tiger: Courageous, passionate, possible impulsiveness","Cancer: Emotional depth, transformation, intuition - Earth Tiger: Confidence, courage, opportunities for leadership","Cancer: Scorpio, Pisces - Earth Tiger: Metal Horse, Metal Dog, Fire Horse, Fire Dog"
Cancer Earth Hare,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Hare: Empathetic, Considerate, Harmonious, Nurturing",Cancer: Quality Time - Earth Hare: Quality Time,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Hare: Insightful, Diplomatic, Strategic, Versatile","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Hare: Social Services and Nonprofit Organizations, Healthcare and Medicine, Counseling and Therapy, Hospitality and Tourism","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Hare: Counselor, Social Worker, Teacher, Interior Designer","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Hare: Sagacious, Intuitive, Discerning, Benevolent","Cancer: Nurturing, protective, nostalgic - Earth Hare: Gentle, diplomatic, cautious, escapist",Cancer: Introvert - Earth Hare: Introvert,Cancer: The Moon - Earth Hare: Neptune,"Cancer: Moonstone, Ruby - Earth Hare: Pearl, Turquoise","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Hare: Sensitive, intuitive, need for emotional balance","Cancer: Emotional depth, transformation, intuition - Earth Hare: Creativity, adaptability, potential for new beginnings","Cancer: Scorpio, Pisces - Earth Hare: Metal Goat, Metal Pig, Fire Goat, Fire Pig"
Cancer Earth Dragon,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Dragon: Protective, Devoted, Influential, Sentimental",Cancer: Quality Time - Earth Dragon: Physical Touch,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Dragon: Commanding, Authoritative, Hardworking, Decisive","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Dragon: Leadership and Management, Entrepreneurship, Entertainment and Creative Industries, Public Speaking","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Dragon: CEO, Politician, Actor/Actress, Entrepreneur","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Dragon: Magnanimous, Regal, Majestic, Tough","Cancer: Nurturing, protective, nostalgic - Earth Dragon: Powerful, charismatic, visionary, egotistical",Cancer: Introvert - Earth Dragon: Extrovert,Cancer: The Moon - Earth Dragon: Mars,"Cancer: Moonstone, Ruby - Earth Dragon: Amethyst, Citrine","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Dragon: Charismatic, ambitious, potential for drama","Cancer: Emotional depth, transformation, intuition - Earth Dragon: Fortunate, energetic, potential for achievement and growth","Cancer: Scorpio, Pisces - Earth Dragon: Metal Rat, Metal Monkey, Fire Rat, Fire Monkey"
Cancer Earth Snake,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Snake: Enigmatic, Mysterious, Protective, Devoted",Cancer: Quality Time - Earth Snake: Receiving gifts,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Snake: Strategic, Astute, Calculating, Proficient","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Snake: Law and Legal Services, Psychology and Counseling, Investigation and Security","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Snake: Psychologist, Investigator, Healer, Researcher","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Snake: Intuitive, Perspicacious, Discerning, Alert","Cancer: Nurturing, protective, nostalgic - Earth Snake: Wise, intuitive, secretive, suspicious",Cancer: Introvert - Earth Snake: Ambivert,Cancer: The Moon - Earth Snake: Venus,"Cancer: Moonstone, Ruby - Earth Snake: Opal, Auralite","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Snake: Wise, intuitive, inclination towards introspection","Cancer: Emotional depth, transformation, intuition - Earth Snake: Transformation, wisdom, potential for spiritual growth","Cancer: Scorpio, Pisces - Earth Snake: Metal Rooster, Metal Ox, Fire Rooster, Fire Ox"
Cancer Earth Horse,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Horse: Empowering, Resilient, Passionate, Kind",Cancer: Quality Time - Earth Horse: Quality Time,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Horse: Dynamic, Adventurous, Versatile, Ambitious","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Horse: Travel and Tourism, Transportation and Logistics, Sports and Recreation, Business and Finance","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Horse: Travel Guide, Athlete, Sales Representative, Marketing Manager","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Horse: Enterprising, Free-spirited, Optimistic, Indomitable","Cancer: Nurturing, protective, nostalgic - Earth Horse: Adventurous, independent, restless, impulsive",Cancer: Introvert - Earth Horse: Extrovert,Cancer: The Moon - Earth Horse: Mercury,"Cancer: Moonstone, Ruby - Earth Horse: Topaz, Carnelian","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Horse: Adventurous, energetic, desire for freedom","Cancer: Emotional depth, transformation, intuition - Earth Horse: Action-oriented, adventurous, potential for travel and exploration","Cancer: Scorpio, Pisces - Earth Horse: Metal Dog, Metal Tiger, Fire Dog, Fire Tiger"
Cancer Earth Goat,"Cancer: Compassionate, Devoted, Sensitive, Romantic, Nurturing, Intuitive - Earth Goat: Harmonious, Supportive, Compassionate, Empathetic",Cancer: Quality Time - Earth Goat: Words of Affirmation,"Cancer: Caring, Supportive, Creative, Tenacious, Empathic, Insightful, Team-nurturer - Earth Goat: Diplomatic, Resourceful, Intuitive, Nurturing","Cancer: Arts and Entertainment, Healthcare and Nursing, Hospitality and Tourism, Social Services - Earth Goat: Arts and Creativity, Environmental Conservation, Social Services","Cancer: Counselor, Social Worker, Nurse, Early Childhood Educator, Human Resources Manager, Home Decorator, Chef - Earth Goat: Artist, Musician, Environmentalist, Social Worker","Cancer: Nurturing, Intuitive, Emotional, Protective, Sympathetic, Tenacious - Earth Goat: Serene, Sagacious, Benevolent, Ambitious","Cancer: Nurturing, protective, nostalgic - Earth Goat: Creative, sensitive, passive, indecisive",Cancer: Introvert - Earth Goat: Introvert,Cancer: The Moon - Earth Goat: The Moon,"Cancer: Moonstone, Ruby - Earth Goat: Emerald, Rose Quartz","Cancer: Strong emotions, nurturing instincts, sensitivity - Earth Goat: Creative, compassionate, potential for indecision","Cancer: Emotional depth, transformation, intuition - Earth Goat: Harmony, prosperity, potential for creative endeavors","Cancer: Scorpio, Pisces - Earth Goat: Metal Hare, Metal Pig, Fire Hare, Fire Pig"
